Appointment_ID,Date,Store_ID,Customer_ID,Service_ID,Appointment_Status,Converted_To_Sale,Booking_Channel,Wait_Days
A0051905,2026-01-29,S1052,C006470,SV03,No-show,No,Phone,0
A0051906,2026-09-21,S1057,C017602,SV03,Completed,No,Online,14
A0051907,2025-01-31,S1016,C003988,SV05,Completed,No,Phone,3
A0051908,2026-09-17,S1055,C017950,SV01,Rescheduled,No,Online,8
A0051909,2026-03-07,S1047,C010971,SV01,Cancelled,No,In Store,10
A0051910,2026-09-07,S1084,C007664,SV03,Completed,Yes,Online,16
A0051911,2026-06-19,S1037,C015658,SV02,Completed,Yes,In Store,8
A0051912,2025-12-13,S1093,C018702,SV02,Cancelled,No,Online,17
A0051913,2026-08-12,S1105,C012023,SV02,Completed,No,Online,2
A0051914,2025-09-13,S1040,C006014,SV01,Completed,No,In Store,10
A0051915,2025-12-03,S1017,C004433,SV04,Completed,Yes,Online,18
A0051916,2026-12-01,S1053,C008697,SV05,Completed,No,In Store,1
A0051917,2026-02-09,S1015,C018754,SV01,Completed,No,Phone,14
A0051918,2026-07-11,S1034,C014788,SV02,Completed,No,Online,13
A0051919,2025-11-03,S1110,C013029,SV01,Completed,Yes,In Store,16
A0051920,2025-01-11,S1078,C017242,SV03,Completed,No,Phone,9
A0051921,2026-12-26,S1073,C012661,SV08,Completed,No,Phone,12
A0051922,2025-04-25,S1117,C001577,SV01,Completed,No,Online,1
A0051923,2026-02-20,S1084,C015831,SV01,Completed,No,Online,10
A0051924,2026-05-15,S1025,C004393,SV05,Completed,Yes,Phone,1
A0051925,2026-09-16,S1112,C014687,SV04,Cancelled,No,Phone,20
A0051926,2026-07-12,S1120,C006771,SV06,Completed,Yes,Phone,19
A0051927,2026-08-18,S1094,C008324,SV01,Completed,Yes,Online,2
A0051928,2025-03-21,S1089,C008058,SV03,Completed,No,Online,2
A0051929,2025-09-11,S1015,C014048,SV03,Completed,Yes,Online,0
A0051930,2026-02-16,S1112,C017735,SV01,Completed,Yes,In Store,5
A0051931,2026-09-02,S1002,C011363,SV04,Rescheduled,No,Online,4
A0051932,2026-02-17,S1071,C006800,SV01,Completed,Yes,Phone,6
A0051933,2026-11-12,S1023,C018090,SV02,Completed,Yes,In Store,2
A0051934,2025-10-25,S1079,C019246,SV01,Cancelled,No,Online,7
A0051935,2025-09-28,S1070,C009832,SV05,Completed,No,In Store,11
A0051936,2026-02-06,S1093,C001480,SV02,Completed,Yes,Phone,7
A0051937,2025-03-23,S1013,C015716,SV04,Completed,No,Online,1
A0051938,2025-02-07,S1057,C016331,SV05,Completed,Yes,In Store,19
A0051939,2025-08-07,S1008,C017478,SV02,Completed,No,Online,4
A0051940,2025-10-29,S1098,C010752,SV01,Completed,Yes,In Store,21
A0051941,2025-10-07,S1048,C019232,SV05,Completed,Yes,Online,17
A0051942,2025-05-06,S1082,C013310,SV01,Completed,No,Phone,6
A0051943,2026-09-07,S1036,C012706,SV02,Completed,No,Online,0
A0051944,2026-03-25,S1087,C007450,SV07,Completed,Yes,Online,12
A0051945,2025-11-20,S1113,C015125,SV01,Completed,Yes,Phone,5
A0051946,2026-02-07,S1070,C003733,SV02,Cancelled,No,Phone,18
A0051947,2026-05-03,S1043,C014780,SV08,Completed,No,Online,20
A0051948,2025-01-03,S1037,C002578,SV03,Rescheduled,No,Online,0
A0051949,2026-10-28,S1012,C016056,SV01,Cancelled,No,In Store,19
A0051950,2026-12-03,S1111,C002803,SV07,Completed,Yes,Online,1
A0051951,2025-04-03,S1096,C000904,SV07,Completed,No,Online,15
A0051952,2025-10-21,S1117,C014603,SV05,Completed,No,In Store,6
A0051953,2026-09-05,S1083,C014917,SV04,No-show,No,Phone,19
A0051954,2025-06-12,S1010,C006154,SV03,Completed,No,Online,2
A0051955,2026-01-16,S1062,C005628,SV04,Completed,Yes,Online,5
A0051956,2025-12-29,S1036,C007762,SV03,Cancelled,No,Online,19
A0051957,2026-06-09,S1095,C006885,SV03,Completed,No,Phone,4
A0051958,2026-03-23,S1011,C014416,SV03,Completed,No,Online,15
A0051959,2025-02-17,S1113,C019733,SV01,Completed,No,Online,13
A0051960,2026-11-24,S1026,C006126,SV03,Completed,Yes,In Store,15
A0051961,2026-09-05,S1005,C011497,SV07,Rescheduled,No,Online,10
A0051962,2026-11-23,S1004,C016762,SV08,Completed,No,In Store,8
A0051963,2025-02-14,S1041,C012121,SV01,Completed,No,In Store,2
A0051964,2026-06-11,S1033,C007749,SV01,Completed,No,Online,18
A0051965,2025-12-08,S1039,C010565,SV01,Completed,Yes,Online,6
A0051966,2026-07-03,S1095,C010786,SV01,Completed,No,Online,21
A0051967,2025-10-01,S1010,C008246,SV03,No-show,No,Online,21
A0051968,2025-09-16,S1010,C002120,SV07,Completed,Yes,Online,16
A0051969,2025-11-27,S1008,C010097,SV01,Completed,Yes,Online,18
A0051970,2025-08-24,S1101,C000923,SV01,Completed,No,Online,19
A0051971,2026-11-02,S1108,C004000,SV02,Completed,No,Online,10
A0051972,2025-09-18,S1066,C017011,SV02,Completed,Yes,Online,16
A0051973,2025-08-04,S1071,C006634,SV01,Completed,No,Online,21
A0051974,2025-10-05,S1069,C008417,SV04,Completed,No,Phone,1
A0051975,2025-07-29,S1065,C013330,SV01,Completed,Yes,Online,7
A0051976,2026-03-12,S1004,C009657,SV06,Completed,Yes,In Store,11
A0051977,2025-01-23,S1076,C011654,SV01,Completed,No,In Store,3
A0051978,2026-01-14,S1052,C000374,SV07,Completed,No,Phone,4
A0051979,2026-07-03,S1105,C010576,SV08,Completed,No,In Store,0
A0051980,2025-09-16,S1092,C006605,SV01,Rescheduled,No,Online,19
A0051981,2025-08-06,S1108,C001359,SV02,No-show,No,Online,5
A0051982,2026-07-14,S1061,C015767,SV08,Completed,No,Phone,14
A0051983,2025-05-18,S1042,C000424,SV03,Completed,No,Online,0
A0051984,2026-12-17,S1075,C013872,SV01,Completed,No,Online,2
A0051985,2026-10-24,S1011,C003622,SV02,Completed,Yes,Online,11
A0051986,2026-01-30,S1035,C003303,SV07,Completed,Yes,Online,21
A0051987,2025-01-22,S1070,C000800,SV03,Completed,No,In Store,0
A0051988,2025-09-15,S1034,C003927,SV07,Completed,No,Phone,6
A0051989,2026-07-02,S1049,C012674,SV07,Completed,No,Phone,2
A0051990,2026-07-04,S1026,C012879,SV01,Completed,Yes,Online,10
A0051991,2025-01-21,S1010,C004509,SV03,Completed,No,In Store,7
A0051992,2025-05-18,S1005,C008126,SV08,Completed,Yes,Online,11
A0051993,2026-04-04,S1117,C010375,SV02,Completed,Yes,Online,10
A0051994,2026-03-13,S1050,C000815,SV02,Completed,Yes,Online,0
A0051995,2025-02-27,S1029,C007388,SV03,Completed,Yes,In Store,5
A0051996,2025-07-26,S1101,C015481,SV04,Completed,No,In Store,21
A0051997,2025-10-27,S1057,C006423,SV07,No-show,No,Online,20
A0051998,2025-05-19,S1110,C006056,SV06,Cancelled,No,Online,13
A0051999,2026-02-28,S1107,C003842,SV03,Completed,No,In Store,10
A0052000,2026-01-24,S1065,C000346,SV01,Completed,Yes,In Store,9
A0052001,2026-04-21,S1097,C016923,SV04,Completed,No,Online,3
A0052002,2025-03-28,S1068,C002642,SV01,Completed,Yes,Online,11
A0052003,2026-03-12,S1018,C002007,SV02,Cancelled,No,Online,5
A0052004,2026-01-30,S1026,C012981,SV03,Completed,Yes,In Store,6
A0052005,2026-04-16,S1073,C003102,SV01,Completed,No,Phone,14
A0052006,2026-09-23,S1072,C005256,SV07,Completed,Yes,Online,3
A0052007,2026-09-12,S1056,C003024,SV08,Completed,Yes,Online,17
A0052008,2026-06-23,S1063,C011065,SV02,Rescheduled,No,Online,4
A0052009,2025-07-15,S1122,C011931,SV07,Completed,No,In Store,18
A0052010,2026-04-09,S1069,C007662,SV07,Completed,No,In Store,18
A0052011,2025-04-07,S1009,C007793,SV01,Completed,Yes,In Store,0
A0052012,2025-02-23,S1076,C009693,SV01,Completed,No,Online,4
A0052013,2025-12-06,S1031,C007907,SV02,No-show,No,In Store,6
A0052014,2025-03-06,S1120,C019033,SV05,Completed,No,Online,7
A0052015,2026-03-19,S1072,C008544,SV02,Completed,No,In Store,13
A0052016,2026-08-24,S1055,C002743,SV01,Rescheduled,No,Online,19
A0052017,2025-06-15,S1062,C018868,SV01,Completed,No,Online,10
A0052018,2026-07-29,S1064,C000639,SV04,Completed,Yes,In Store,1
A0052019,2025-04-12,S1095,C016415,SV01,Completed,Yes,Online,7
A0052020,2025-04-16,S1061,C012186,SV01,Completed,No,In Store,1
A0052021,2025-04-16,S1017,C015646,SV02,Completed,Yes,In Store,15
A0052022,2025-12-17,S1060,C003190,SV01,Completed,Yes,In Store,19
A0052023,2025-10-23,S1031,C004439,SV05,Completed,Yes,Phone,20
A0052024,2026-12-05,S1103,C009616,SV01,Completed,No,Online,0
A0052025,2026-03-14,S1027,C017216,SV06,Completed,Yes,In Store,19
A0052026,2026-08-09,S1027,C000890,SV01,Completed,No,In Store,9
A0052027,2025-04-30,S1116,C014883,SV02,Completed,No,Phone,18
A0052028,2025-11-22,S1116,C019501,SV03,Completed,No,Phone,18
A0052029,2025-02-07,S1105,C018228,SV02,Cancelled,No,Online,20
A0052030,2025-11-05,S1027,C016748,SV01,Completed,No,In Store,2
A0052031,2025-12-03,S1082,C015911,SV01,Completed,Yes,Online,1
A0052032,2025-12-17,S1112,C014800,SV01,Completed,No,Online,4
A0052033,2026-12-17,S1103,C004475,SV04,Completed,No,Phone,15
A0052034,2025-01-24,S1049,C012917,SV01,Completed,Yes,In Store,15
A0052035,2026-04-24,S1022,C015047,SV02,Rescheduled,No,Online,1
A0052036,2026-04-15,S1008,C010739,SV02,Completed,No,Online,4
A0052037,2026-10-16,S1051,C004319,SV01,Completed,Yes,Online,15
A0052038,2025-11-12,S1083,C018585,SV05,Completed,No,In Store,0
A0052039,2026-10-28,S1096,C006429,SV02,Completed,No,Online,1
A0052040,2025-03-22,S1110,C012985,SV04,Completed,No,Online,15
A0052041,2026-10-07,S1021,C010386,SV04,Completed,No,In Store,19
A0052042,2025-01-10,S1086,C018536,SV07,Completed,No,Online,8
A0052043,2025-03-23,S1016,C019645,SV03,Rescheduled,No,In Store,20
A0052044,2026-03-24,S1015,C009882,SV04,Completed,No,Online,2
A0052045,2025-12-12,S1056,C001631,SV08,Completed,Yes,Online,1
A0052046,2026-03-11,S1043,C014094,SV05,Completed,No,In Store,0
A0052047,2025-10-17,S1032,C009239,SV01,Cancelled,No,Online,5
A0052048,2026-07-16,S1010,C001050,SV03,Completed,No,Phone,11
A0052049,2026-06-11,S1099,C001430,SV02,Completed,Yes,In Store,7
A0052050,2025-03-31,S1122,C010553,SV01,Completed,Yes,Phone,18
A0052051,2026-05-02,S1090,C019769,SV05,Completed,Yes,Phone,1
A0052052,2025-02-16,S1023,C015985,SV02,Completed,Yes,Phone,7
A0052053,2026-10-18,S1058,C005134,SV01,Completed,No,In Store,21
A0052054,2026-09-05,S1106,C009794,SV07,Completed,No,Phone,6
A0052055,2025-05-18,S1019,C015756,SV03,Completed,Yes,Online,17
A0052056,2025-03-26,S1012,C017711,SV01,Rescheduled,No,Unknown,15
A0052057,2025-01-13,S1080,C002688,SV03,Completed,Yes,Online,18
A0052058,2025-03-29,S1005,C005262,SV01,Completed,No,Phone,4
A0052059,2026-08-08,S1085,C019699,SV01,Completed,Yes,Phone,12
A0052060,2026-11-17,S1102,C014998,SV01,Completed,No,Online,0
A0052061,2026-03-02,S1075,C010595,SV06,Cancelled,No,In Store,6
A0052062,2025-03-31,S1054,C002469,SV04,Completed,No,Online,7
A0052063,2026-01-08,S1106,C014390,SV01,Completed,Yes,In Store,16
A0052064,2025-12-02,S1065,C003761,SV01,Completed,Yes,Online,8
A0052065,2026-08-31,S1056,C019323,SV02,Completed,Yes,Online,2
A0052066,2026-10-09,S1081,C000328,SV02,Completed,No,Online,10
A0052067,2026-04-29,S1041,C017070,SV01,Cancelled,No,Phone,19
A0052068,2025-07-10,S1020,C019664,SV04,Completed,No,Online,16
A0052069,2026-10-09,S1047,C017190,SV07,Completed,No,Online,2
A0052070,2025-11-24,S1053,C016999,SV06,Completed,Yes,Phone,18
A0052071,2026-02-01,S1072,C015875,SV01,Completed,No,Online,5
A0052072,2026-12-16,S1017,C004304,SV05,Cancelled,No,In Store,5
A0052073,2026-05-09,S1007,C001606,SV04,Completed,No,Online,5
A0052074,2025-08-03,S1031,C005581,SV01,Completed,No,Online,4
A0052075,2026-04-09,S1102,C018386,SV05,Completed,No,Phone,5
A0052076,2026-07-13,S1091,C011367,SV03,Completed,Yes,In Store,19
A0052077,2025-07-30,S1005,C001579,SV01,Completed,No,Online,0
A0052078,2026-04-10,S1073,C015730,SV03,Completed,Yes,Online,18
A0052079,2026-12-27,S1006,C006149,SV05,Completed,No,Online,18
A0052080,2026-06-11,S1018,C015674,SV08,Completed,Yes,Online,15
A0052081,2025-09-18,S1114,C006902,SV01,No-show,No,Phone,0
A0052082,2025-10-01,S1057,C004214,SV01,Completed,No,Online,7
A0052083,2025-07-01,S1056,C015991,SV01,Completed,Yes,Phone,13
A0052084,2026-06-07,S1015,C016440,SV01,Completed,Yes,Online,6
A0052085,2026-11-27,S1058,C004018,SV01,Completed,No,Online,11
A0052086,2026-02-25,S1062,C000070,SV07,Completed,No,Online,21
A0052087,2025-05-27,S1082,C008197,SV08,Completed,Yes,In Store,9
A0052088,2026-09-28,S1050,C006906,SV04,Completed,No,Online,9
A0052089,2025-01-24,S1013,C016265,SV07,Completed,No,Online,12
A0052090,2025-07-26,S1007,C011318,SV01,Completed,Yes,In Store,17
A0052091,2025-12-25,S1056,C009219,SV07,Completed,No,Online,10
A0052092,2025-03-02,S1070,C015494,SV01,Completed,No,Online,6
A0052093,2026-10-07,S1073,C018314,SV05,Completed,No,In Store,20
A0052094,2025-08-26,S1009,C014700,SV01,Completed,No,Online,6
A0052095,2025-07-22,S1006,C013765,SV05,Completed,Yes,Online,19
A0052096,2026-06-30,S1020,C002576,SV04,Completed,No,Online,0
A0052097,2026-07-07,S1077,C013973,SV01,Completed,Yes,Online,13
A0052098,2026-01-11,S1060,C008708,SV01,Completed,No,Online,21
A0052099,2025-12-22,S1028,C008592,SV06,Completed,Yes,Phone,8
A0052100,2026-01-25,S1001,C016654,SV07,Completed,Yes,Phone,12
A0052101,2026-02-04,S1011,C005807,SV01,Completed,No,Online,19
A0052102,2025-04-20,S1113,C015921,SV04,No-show,No,Phone,19
A0052103,2025-03-19,S1004,C015088,SV03,Completed,Yes,In Store,18
A0052104,2025-04-24,S1033,C004159,SV03,Cancelled,No,Online,0
A0052105,2025-09-12,S1053,C000458,SV07,Cancelled,No,Online,20
A0052106,2025-04-21,S1025,C001323,SV07,Completed,Yes,Phone,19
A0052107,2026-09-26,S1006,C017528,SV04,Completed,Yes,Online,8
A0052108,2025-11-25,S1115,C000318,SV01,Completed,Yes,In Store,7
A0052109,2026-11-25,S1072,C012659,SV02,Completed,No,In Store,18
A0052110,2026-01-26,S1022,C006393,SV01,Completed,No,Phone,20
A0052111,2026-06-17,S1038,C008170,SV03,Completed,No,Phone,2
A0052112,2026-11-21,S1018,C004631,SV03,Completed,No,In Store,11
A0052113,2025-01-22,S1014,C000820,SV04,Completed,Yes,In Store,8
A0052114,2025-08-16,S1101,C007036,SV07,Completed,No,Phone,19
A0052115,2026-03-08,S1069,C012586,SV01,Completed,Yes,In Store,21
A0052116,2025-03-16,S1004,C002123,SV01,Completed,No,Online,21
A0052117,2025-01-04,S1095,C010949,SV01,Completed,Yes,Phone,19
A0052118,2025-12-01,S1001,C008276,SV04,Completed,No,Phone,11
A0052119,2025-05-06,S1024,C012336,SV07,Completed,No,Online,15
A0052120,2026-01-24,S1089,C000396,SV06,Completed,No,In Store,8
A0052121,2025-11-24,S1028,C017094,SV02,Completed,Yes,Online,14
A0052122,2026-03-11,S1106,C000003,SV02,Completed,Yes,In Store,7
A0052123,2026-02-21,S1028,C016115,SV01,Cancelled,No,Online,8
A0052124,2026-10-02,S1037,C010845,SV01,Completed,No,In Store,2
A0052125,2025-06-12,S1081,C007406,SV02,Completed,No,Phone,2
A0052126,2025-11-12,S1075,C016580,SV05,Completed,No,In Store,17
A0052127,2026-08-29,S1043,C015111,SV05,Completed,Yes,In Store,15
A0052128,2025-02-05,S1107,C001848,SV04,Rescheduled,No,In Store,15
A0052129,2025-12-21,S1114,C006016,SV03,Completed,No,Phone,15
A0052130,2026-10-14,S1063,C005389,SV02,Completed,Yes,Online,13
A0052131,2026-11-23,S1109,C002088,SV01,Completed,Yes,Online,18
A0052132,2025-10-20,S1115,C011234,SV06,No-show,No,Online,2
A0052133,2026-07-09,S1001,C017435,SV08,Completed,Yes,Phone,5
A0052134,2025-01-17,S1009,C016982,SV02,Cancelled,No,Phone,2
A0052135,2025-01-12,S1045,C012757,SV03,Completed,No,Online,20
A0052136,2025-07-29,S1029,C007671,SV01,Completed,Yes,In Store,21
A0052137,2025-05-15,S1003,C010982,SV01,Cancelled,No,Phone,14
A0052138,2025-11-29,S1074,C017245,SV04,Completed,Yes,Online,4
A0052139,2026-01-29,S1010,C012013,SV01,Completed,No,Online,6
A0052140,2026-11-16,S1012,C001933,SV03,Completed,No,Phone,4
A0052141,2025-01-08,S1080,C016654,SV05,Completed,No,Online,17
A0052142,2025-02-02,S1004,C012770,SV04,Completed,No,Phone,16
A0052143,2025-02-01,S1064,C014468,SV07,Completed,No,Online,10
A0052144,2026-09-30,S1002,C010540,SV02,Completed,Yes,Online,21
A0052145,2025-06-24,S1082,C013837,SV01,Cancelled,No,In Store,17
A0052146,2025-03-08,S1106,C013824,SV03,Completed,Yes,Online,1
A0052147,2025-08-06,S1020,C008073,SV02,Completed,No,In Store,2
A0052148,2026-04-23,S1061,C002707,SV07,Completed,No,Online,7
A0052149,2025-08-17,S1097,C004342,SV01,Cancelled,No,Online,21
A0052150,2025-04-21,S1118,C014458,SV01,Completed,No,Online,0
A0052151,2025-11-09,S1001,C004329,SV01,Cancelled,No,Online,4
A0052152,2025-09-06,S1025,C000398,SV03,Completed,No,In Store,1
A0052153,2025-06-26,S1097,C002905,SV04,Completed,Yes,In Store,17
A0052154,2026-09-21,S1055,C008169,SV02,Completed,Yes,Online,18
A0052155,2025-12-25,S1110,C019611,SV01,Completed,No,Online,8
A0052156,2026-03-11,S1002,C007125,SV01,Completed,Yes,Online,5
A0052157,2025-06-28,S1078,C015333,SV04,Completed,No,In Store,8
A0052158,2026-09-05,S1042,C011022,SV01,Completed,Yes,In Store,12
A0052159,2026-10-16,S1079,C009900,SV01,No-show,No,Online,9
A0052160,2025-07-04,S1099,C013163,SV02,Completed,No,Online,5
A0052161,2026-05-20,S1057,C018366,SV02,Completed,No,In Store,9
A0052162,2025-12-17,S1089,C013487,SV05,Completed,No,In Store,0
A0052163,2026-04-13,S1024,C011394,SV04,Completed,No,In Store,18
A0052164,2025-05-30,S1098,C009197,SV02,Completed,Yes,Online,6
A0052165,2026-12-06,S1099,C004616,SV03,Completed,No,Online,16
A0052166,2026-09-15,S1115,C013087,SV02,Completed,Yes,In Store,1
A0052167,2025-11-28,S1018,C018845,SV02,No-show,No,In Store,12
A0052168,2026-02-09,S1073,C011661,SV02,Completed,Yes,Online,1
A0052169,2025-12-13,S1073,C004476,SV01,Completed,Yes,In Store,8
A0052170,2026-01-22,S1111,C009287,SV04,Completed,Yes,In Store,21
A0052171,2025-08-21,S1051,C004161,SV01,Completed,No,In Store,7
A0052172,2025-07-28,S1030,C007380,SV07,Cancelled,No,Online,9
A0052173,2025-04-17,S1033,C014615,SV07,Completed,Yes,Online,0
A0052174,2025-03-19,S1066,C019745,SV08,Completed,No,Phone,7
A0052175,2026-12-03,S1099,C008431,SV01,Rescheduled,No,Phone,15
A0052176,2026-01-20,S1079,C006157,SV05,Completed,Yes,Phone,18
A0052177,2026-02-09,S1003,C009881,SV07,Cancelled,No,In Store,2
A0052178,2025-04-22,S1061,C014640,SV03,Completed,No,Online,5
A0052179,2026-02-11,S1035,C012089,SV07,Rescheduled,No,In Store,20
A0052180,2025-02-23,S1077,C015440,SV02,Completed,No,Online,0
A0052181,2026-03-14,S1091,C008508,SV04,Completed,Yes,Online,3
A0052182,2026-06-06,S1063,C005749,SV02,No-show,No,Phone,15
A0052183,2026-04-16,S1116,C017981,SV05,Rescheduled,No,Online,4
A0052184,2026-06-04,S1117,C019656,SV01,Completed,Yes,Online,3
A0052185,2025-05-16,S1004,C014066,SV03,Completed,Yes,Online,9
A0052186,2025-01-30,S1095,C006805,SV03,No-show,No,Online,16
A0052187,2026-05-04,S1033,C000952,SV04,Completed,No,In Store,14
A0052188,2026-08-21,S1075,C004226,SV05,Rescheduled,No,In Store,20
A0052189,2025-02-16,S1006,C016674,SV04,Completed,No,In Store,0
A0052190,2026-10-30,S1044,C019749,SV06,Completed,No,Online,5
A0052191,2026-04-20,S1022,C016327,SV02,Completed,No,In Store,3
A0052192,2026-09-29,S1028,C012622,SV01,Rescheduled,No,Online,12
A0052193,2026-01-06,S1016,C000359,SV04,Completed,Yes,Phone,7
A0052194,2025-06-06,S1067,C014730,SV01,Completed,No,In Store,21
A0052195,2026-01-12,S1072,C017339,SV02,Completed,No,Online,1
A0052196,2026-07-11,S1047,C017862,SV02,Completed,Yes,Phone,7
A0052197,2026-10-28,S1008,C004474,SV03,Completed,No,In Store,10
A0052198,2026-05-14,S1116,C006181,SV03,Cancelled,No,Online,6
A0052199,2025-11-06,S1046,C016162,SV04,Completed,Yes,Phone,16
A0052200,2026-05-04,S1059,C014819,SV08,Completed,Yes,Online,1
A0052201,2025-10-16,S1079,C017431,SV02,Completed,No,Online,4
A0052202,2025-03-07,S1097,C005348,SV03,Completed,No,Phone,16
A0052203,2025-09-04,S1110,C002756,SV08,No-show,No,Online,6
A0052204,2025-11-08,S1053,C003269,SV02,No-show,No,Phone,7
A0052205,2025-10-31,S1018,C010083,SV01,Rescheduled,No,In Store,1
A0052206,2025-01-05,S1056,C000136,SV02,Cancelled,No,In Store,15
A0052207,2025-07-14,S1101,C017828,SV06,Completed,No,Phone,1
A0052208,2026-12-17,S1002,C006017,SV08,Cancelled,No,Online,6
A0052209,2026-12-28,S1107,C016995,SV02,Rescheduled,No,Phone,5
A0052210,2025-06-25,S1122,C019997,SV08,No-show,No,Phone,19
A0052211,2025-09-10,S1061,C003072,SV05,Completed,No,In Store,10
A0052212,2026-12-03,S1033,C013388,SV04,Cancelled,No,In Store,2
A0052213,2025-05-24,S1073,C017739,SV05,No-show,No,In Store,14
A0052214,2026-07-17,S1062,C017524,SV02,Completed,No,In Store,20
A0052215,2026-01-29,S1003,C002515,SV01,Completed,No,In Store,7
A0052216,2025-06-04,S1119,C002530,SV02,Completed,Yes,In Store,15
A0052217,2026-09-16,S1082,C006428,SV02,Completed,No,In Store,3
A0052218,2025-11-09,S1038,C004724,SV01,Completed,Yes,Online,18
A0052219,2025-08-08,S1017,C013718,SV06,Completed,Yes,In Store,7
A0052220,2026-03-13,S1003,C006826,SV05,Completed,No,Phone,9
A0052221,2026-01-11,S1059,C007059,SV03,Completed,Yes,Online,1
A0052222,2025-02-01,S1017,C013333,SV07,Completed,Yes,Online,15
A0052223,2025-05-09,S1080,C002921,SV04,Rescheduled,No,Online,15
A0052224,2026-02-09,S1084,C003582,SV01,Completed,No,In Store,4
A0052225,2026-07-04,S1027,C014112,SV01,Completed,Yes,Online,3
A0052226,2025-09-12,S1071,C006544,SV02,Completed,Yes,Phone,15
A0052227,2026-11-03,S1016,C009816,SV01,Rescheduled,No,Online,3
A0052228,2025-03-01,S1051,C015884,SV06,Completed,Yes,In Store,9
A0052229,2025-10-31,S1071,C005575,SV07,Rescheduled,No,Online,13
A0052230,2026-05-23,S1120,C015629,SV02,Completed,Yes,Online,17
A0052231,2025-04-18,S1098,C017906,SV05,Completed,No,Online,7
A0052232,2026-02-18,S1119,C003663,SV01,Cancelled,No,In Store,10
A0052233,2026-12-30,S1103,C000919,SV02,Completed,No,In Store,4
A0052234,2026-08-16,S1024,C006115,SV03,Completed,Yes,In Store,11
A0052235,2025-09-30,S1081,C007180,SV03,Cancelled,No,In Store,3
A0052236,2026-10-21,S1070,C006101,SV07,Rescheduled,No,Phone,14
A0052237,2026-08-06,S1092,C017274,SV01,Completed,Yes,In Store,3
A0052238,2025-05-23,S1081,C006460,SV02,Completed,No,Phone,18
A0052239,2026-05-01,S1065,C014613,SV01,Completed,Yes,In Store,5
A0052240,2026-04-24,S1011,C010343,SV01,Completed,Yes,Online,6
A0052241,2025-08-31,S1058,C001229,SV04,Completed,No,Online,16
A0052242,2025-08-22,S1036,C011944,SV08,Cancelled,No,Phone,20
A0052243,2025-06-20,S1086,C002815,SV01,Completed,Yes,Online,21
A0052244,2026-02-14,S1021,C009893,SV01,Completed,Yes,Phone,13
A0052245,2025-03-30,S1048,C008489,SV05,Cancelled,No,In Store,1
A0052246,2025-04-22,S1069,C000153,SV04,Completed,No,Online,21
A0052247,2026-08-19,S1089,C002587,SV01,Completed,No,In Store,14
A0052248,2025-07-01,S1090,C002978,SV01,Completed,Yes,Online,18
A0052249,2026-03-27,S1034,C015383,SV01,Completed,No,Online,16
A0052250,2026-08-16,S1089,C001242,SV01,Completed,Yes,Online,9
A0052251,2025-01-13,S1001,C008959,SV01,Completed,No,Online,11
A0052252,2025-06-02,S1010,C001464,SV01,Completed,No,Online,21
A0052253,2025-01-30,S1052,C019021,SV03,Completed,Yes,In Store,16
A0052254,2025-10-11,S1026,C016636,SV05,Completed,Yes,In Store,9
A0052255,2025-08-02,S1066,C006407,SV01,Completed,No,Online,14
A0052256,2026-09-16,S1086,C008117,SV01,Cancelled,No,Online,21
A0052257,2026-08-29,S1112,C001253,SV04,Completed,No,Online,2
A0052258,2025-07-12,S1030,C002181,SV01,Completed,Yes,In Store,15
A0052259,2025-08-19,S1038,C017768,SV08,Completed,Yes,In Store,19
A0052260,2026-01-20,S1103,C019237,SV08,Rescheduled,No,In Store,9
A0052261,2026-02-04,S1099,C008598,SV07,Completed,No,Online,6
A0052262,2025-05-09,S1069,C007006,SV01,Completed,Yes,In Store,14
A0052263,2026-05-15,S1033,C013908,SV01,Completed,Yes,In Store,13
A0052264,2025-05-27,S1010,C013432,SV03,Completed,No,Phone,2
A0052265,2026-10-23,S1036,C007633,SV02,Rescheduled,No,In Store,12
A0052266,2025-06-22,S1052,C013222,SV02,Completed,No,Online,21
A0052267,2026-12-11,S1081,C014339,SV07,Completed,No,In Store,21
A0052268,2025-07-23,S1100,C001997,SV04,Completed,Yes,Online,15
A0052269,2025-08-20,S1060,C013703,SV07,Completed,No,In Store,11
A0052270,2025-03-21,S1091,C016687,SV01,Completed,No,Phone,20
A0052271,2025-01-14,S1050,C001620,SV02,No-show,No,Online,10
A0052272,2026-03-04,S1075,C015472,SV06,Completed,No,Phone,18
A0052273,2026-08-25,S1007,C005390,SV07,Completed,Yes,Phone,1
A0052274,2025-11-18,S1033,C014502,SV03,Completed,Yes,In Store,12
A0052275,2025-03-02,S1056,C001658,SV04,Completed,Yes,Phone,9
A0052276,2025-01-15,S1111,C011863,SV05,Completed,Yes,Online,2
A0052277,2026-05-04,S1008,C001440,SV04,Cancelled,No,In Store,5
A0052278,2025-01-26,S1007,C014484,SV02,Cancelled,No,In Store,17
A0052279,2025-01-20,S1121,C008796,SV01,Completed,No,Online,19
A0052280,2026-07-02,S1038,C012158,SV04,Completed,Yes,In Store,14
A0052281,2026-05-17,S1066,C000159,SV01,Completed,Yes,In Store,14
A0052282,2026-08-28,S1068,C002197,SV07,Completed,Yes,In Store,15
A0052283,2025-12-25,S1065,C004927,SV06,Completed,Yes,Online,10
A0052284,2026-12-20,S1043,C009797,SV03,Completed,No,Online,12
